0 67496.266 265.3569 201.10538 204.59914 5.218666 5.059967
1 67493.516 265.1982 201.48442 204.24207 6.9856873 6.9826355
2 67484.36 264.9846 206.23615 208.74112 8.130135 8.145393
3 67466.96 265.14633 206.95029 209.99359 7.275612 7.22068
4 67461.47 265.14328 207.86218 211.25156 7.495346 7.657097
5 67462.38 265.12192 205.50554 210.83408 7.248146 7.4282074
6 67453.234 265.1555 205.36272 211.82288 6.692711 6.8483505
7 67454.15 265.0731 204.92874 213.31706 6.2013626 6.3508987
8 67458.73 264.9968 202.65999 213.26212 5.838188 5.960266
9 67457.805 264.91135 200.86917 211.34496 5.838188 5.938904
10 67426.68 264.87473 197.81488 209.32341 5.6092987 5.5635223
11 67415.695 264.89914 199.84741 215.04745 4.7547836 4.80056
12 67429.42 264.94186 203.5554 221.07913 4.1261063 4.3092117
13 67448.66 264.9907 200.39125 217.68976 4.181038 4.2878494
14 67459.64 264.88693 197.0513 214.27289 4.031494 4.1230545
15 67458.73 264.95712 196.93045 212.93802 4.0528564 4.193245
16 67504.5 265.4149 196.94693 203.83557 4.2237625 4.129158
17 67523.73 266.54105 213.1193 214.04767 3.4699554 3.277687
18 67519.15 267.4413 236.79007 234.90585 3.216652 3.0915222
19 67527.39 268.07916 239.52574 237.39433 3.3631363 3.1952896
20 67542.95 268.482 253.93475 252.09448 3.3936615 3.2441177
21 67546.62 268.7048 254.58846 254.2204 3.9399414 3.9155273
22 67525.56 268.43927 268.08008 268.03613 4.010132 4.0650635
23 67517.32 267.59393 249.91364 251.51219 3.4974213 3.5431976
24 67539.29 266.47693 242.00323 255.31357 2.633751 2.9633484
25 67570.42 266.2572 237.80084 244.47523 3.451645 3.848381
26 67587.81 265.95508 234.93881 244.06323 3.7385178 4.1169434
27 67586.9 265.70483 229.57732 239.09726 3.7903976 4.5442047
28 67594.23 265.61023 223.94666 230.23651 5.1362686 5.816826
29 67598.805 265.0853 205.99994 214.0257 5.688652 5.865654
30 67598.805 264.81064 207.49413 215.14633 6.3875275 6.653038
31 67612.54 264.5482 206.34053 213.71808 6.8636093 7.0802917
32 67640.0 264.4749 204.00037 211.83936 6.5858917 6.8208847
33 67658.31 264.2155 203.2313 211.27353 6.3753204 6.640831
34 67647.33 264.1667 203.50047 212.16345 6.3722687 6.680504
35 67653.734 263.9134 201.5009 209.12564 6.8330917 7.0680847
36 67669.3 263.80963 200.95706 208.30714 6.9093933 7.113861
37 67678.45 263.63263 200.71535 208.51588 7.003998 7.1932144
38 67674.8 263.55634 198.99594 207.48863 6.915497 7.0467224
39 67671.13 263.78217 199.43541 207.9281 6.769005 6.814781
40 67692.19 264.127 201.67119 209.6585 6.8361435 6.765953
41 67705.92 265.2562 209.77386 212.47658 7.2023697 6.6316757
42 67688.53 266.0863 209.85077 211.3889 7.394638 6.854454
43 67676.625 266.86453 211.91077 212.91605 7.3671646 6.8788757
44 67664.73 267.21854 212.4546 213.05887 7.654045 7.2054214
45 67655.57 267.24295 212.02063 212.50404 7.831047 7.419052
46 67626.27 266.98965 212.8721 214.12457 7.702873 7.284767
47 67607.96 266.15955 208.04346 209.17508 7.9744873 7.858513
48 67607.05 265.61633 206.64815 208.71913 9.063995 9.051788
49 67619.86 265.5553 206.1867 209.00479 8.548233 8.462784
50 67606.125 265.6194 207.34032 211.60863 7.9348145 7.846306
51 67571.336 265.57666 203.18735 207.1755 7.8951416 7.7089767
52 67574.086 265.421 202.29195 206.15924 8.200325 8.069092
53 67569.51 265.5797 200.36928 204.94522 7.8829346 7.7639084
54 67555.77 265.69263 202.26447 206.34053 8.182014 8.081299
55 67537.46 265.68652 203.6378 207.47215 8.627586 8.603165
56 67519.15 265.3264 203.03903 206.42842 9.3936 9.430222
57 67501.76 265.067 205.08255 207.87866 10.266426 10.354927
58 67475.2 265.0029 206.18121 208.68068 10.473953 10.608231
59 67456.89 265.57666 203.23679 206.41743 9.665215 9.863579
60 67476.12 266.47998 197.0568 202.63802 6.1555862 5.84124
61 67466.05 266.60208 196.36464 202.62703 5.5635223 5.4963837
62 67433.086 266.65396 200.0122 204.2146 7.3061295 7.296974
63 67431.26 266.9683 210.1419 213.83893 8.590958 8.68557
64 67441.33 267.72516 209.76837 213.97626 6.430252 6.4027863
65 67383.65 267.71906 201.31963 202.05573 7.3549576 7.0802917
66 67353.44 268.90317 214.19049 216.0802 9.320351 9.372238
67 67278.36 270.93875 239.61363 242.18451 11.322365 12.0303955
68 67268.29 271.00284 248.23267 249.68292 12.143318 12.8940735
69 67208.78 271.05472 255.56627 256.14307 13.397629 14.450516
70 67138.28 270.19104 247.86462 248.31506 13.9591675 14.786217
71 67081.516 269.37314 250.96835 251.49022 14.8442 16.04358
72 67056.8 268.8818 255.39598 255.34103 16.571548 17.905212
73 66990.875 268.75668 258.1646 258.12067 17.90216 19.495224
